,d1,d2,d3,d4,d5,d6,Temperature,Humidity,Weather
1416,27.594,23.674,19.378,12.471,13.357,25.759,,,
1417,27.387,23.823,18.346,19.328,11.248,26.717,,,
1418,27.876,23.964,20.656,12.469,12.218,25.95,,,
1419,27.693,23.309,18.747,9.2081,12.863,24.692,,,
1420,27.578,23.103,18.409,11.356,13.921,25.068,,,
1421,27.731,18.609,18.238,11.761,12.47,26.16,,,
1422,27.438,23.704,19.101,11.244,12.13,26.194,,,
1423,27.557,24.05,18.664,10.911,12.388,26.037,,,
1424,27.867,23.777,18.491,10.543,12.863,25.228,,,
1425,28.236,24.053,19.461,8.239,12.386,25.625,,,
1426,27.403,22.913,18.883,12.13,12.862,26.106,,,
1427,27.589,24.064,18.281,11.249,11.759,25.228,,,
1428,27.379,23.929,18.106,12.471,10.543,26.038,,,
1429,27.894,24.236,19.048,12.469,12.13,26.515,,,
1430,28.275,24.322,19.302,9.8526,11.158,25.916,,,
1431,28.112,24.514,18.917,11.761,12.388,25.534,,,
1432,28.097,24.768,18.409,12.218,10.91,25.408,,,
1433,26.757,24.696,19.525,11.355,10.91,25.452,,,
1434,27.883,23.969,19.525,9.8526,13.801,25.369,,,
1435,27.584,24.779,19.207,10.911,10.791,25.861,,,
1436,26.867,23.198,19.46,12.218,12.388,26.316,,,
1437,27.935,24.779,19.46,12.218,13.362,26.28,,,
1438,27.611,23.833,20.347,10.543,12.862,25.758,,,
1439,28.355,23.741,18.668,12.389,11.761,26.544,,,
1440,27.823,23.913,18.901,11.761,13.082,26.197,,,
1441,27.944,22.721,19.46,12.218,12.217,24.522,,,
1442,27.766,21.348,17.789,11.356,13.081,26.023,,,
1443,27.726,23.614,18.826,13.082,12.471,27.052,,,
1444,28.177,23.032,17.781,12.467,11.759,26.024,,,
1445,27.581,22.625,18.612,13.082,12.218,24.875,,,
1446,28.145,24.596,18.173,12.218,13.357,25.95,,,
1447,27.707,24.035,18.223,13.802,13.861,25.329,,,
1448,26.604,24.713,18.299,9.3783,12.388,26.45,,,
1449,27.321,23.503,17.323,11.249,13.351,26.166,,,
1450,28.862,21.213,17.527,12.471,12.218,26.259,,,
1451,27.721,23.116,16.188,11.249,11.759,25.821,,,
1452,27.17,23.801,17.805,11.761,12.388,25.06,,,
1453,27.105,24.391,18.346,12.217,12.862,25.861,,,
1454,27.624,23.907,17.9,12.471,12.218,25.634,,,
1455,27.718,23.774,17.187,12.218,12.471,25.508,,,
1456,27.65,24.3,17.507,12.218,12.13,25.691,,,
1457,27.52,24.576,17.075,10.911,12.47,25.873,,,
1458,27.894,23.935,15.873,11.356,11.356,24.658,,,
1459,27.964,23.148,18.345,12.389,11.356,25.708,,,
1460,27.807,23.784,18.919,12.218,12.388,26.056,,,
1461,27.606,22.868,17.493,11.356,12.13,25.166,,,
1462,26.629,23.203,17.308,12.131,11.76,26.45,,,
1463,27.626,22.501,18.409,12.218,12.218,26.027,,,
1464,27.382,23.07,18.826,10.543,11.248,25.816,,,
1465,27.868,24.269,17.507,12.205,12.47,26.055,,,
1466,27.933,23.525,16.563,12.218,13.357,24.794,,,
1467,27.039,22.837,17.507,12.218,11.112,26.886,,,
1468,27.385,23.412,17.9,9.208,11.76,26.056,,,
1469,27.473,23.802,18.072,10.543,9.8515,25.405,,,
1470,27.281,23.705,17.075,10.543,11.76,24.558,,,
1471,27.077,23.495,18.238,11.249,12.218,25.485,,,
1472,27.796,24.305,18.346,12.471,12.862,26.677,,,
1473,27.515,22.815,18.335,11.356,12.218,25.534,,,
1474,27.95,23.298,17.804,12.471,11.728,25.91,,,
1475,27.282,24.341,16.197,12.131,11.896,25.648,,,
1476,26.619,23.981,17.492,10.543,13.357,25.614,,,
1477,27.597,24.501,17.254,11.761,12.863,25.602,,,
1478,28.469,22.808,18.279,11.761,13.08,25.534,,,
1479,27.408,21.744,17.896,12.218,13.553,26.119,,,
1480,27.643,22.915,18.769,10.543,12.218,25.994,,,
1481,28.447,23.741,17.323,12.218,13.357,25.162,,,
1482,27.618,24.375,18.75,12.471,13.546,25.228,,,
1483,27.474,24.546,20.452,11.761,14.519,25.858,,,
1484,27.631,24.412,19.394,10.792,12.217,26.067,,,
1485,27.788,23.766,20.387,11.356,13.272,26.28,,,
1486,27.354,23.169,20.742,11.761,12.218,26.024,,,
1487,24.288,23.213,20.071,12.218,12.862,26.123,,,
1488,27.64,22.996,20.279,11.249,11.751,25.34,,,
1489,27.686,22.843,20.619,10.911,12.387,25.415,,,
1490,27.339,22.457,20.071,11.249,12.217,26.193,,,
1491,27.563,22.912,20.945,10.543,12.218,26.135,,,
1492,27.471,23.329,21.259,11.356,12.531,25.196,,,
1493,28.2,23.983,20.791,10.792,12.205,25.166,,,
1494,27.253,24.84,20.851,11.761,12.218,26.307,,,
1495,28.052,23.749,19.525,11.354,12.385,26.473,,,
1496,29.058,23.66,18.769,10.543,10.542,26.704,,,
1497,27.848,23.958,19.526,11.249,12.218,26.407,,,
1498,28.076,24.286,19.308,11.249,10.791,26.316,,,
1499,27.111,22.339,19.46,12.471,12.387,26.29,,,
1500,27.902,22.611,19.837,11.761,11.76,25.86,,,
1501,27.331,22.55,20.945,10.792,12.388,25.991,,,
1502,27.598,22.61,20.085,10.91,10.91,26.563,,,
1503,27.816,21.729,20.517,11.247,12.217,26.741,,,
1504,28.232,22.801,20.791,11.761,12.862,25.76,,,
1505,28.418,23.193,19.525,11.76,11.249,26.367,,,
1506,28.119,22.245,20.656,11.249,12.863,26.717,,,
1507,27.771,23.402,20.991,11.761,12.139,26.217,,,
1508,27.807,23.017,19.837,12.218,13.081,25.861,,,
1509,27.234,23.036,19.102,12.863,12.388,25.283,,,
1510,28.024,22.652,20.347,12.218,12.862,25.969,,,
1511,28.253,22.997,20.991,14.771,12.471,26.583,,,
1512,28.06,23.334,18.672,13.862,13.357,25.917,,,
1513,28.365,23.683,19.97,10.911,12.861,26.067,,,
1514,28.575,19.416,19.346,14.313,11.76,26.113,,,
1515,27.8,24.589,19.208,13.358,12.777,26.62,,,
1516,28.087,22.525,18.769,13.358,12.861,26.028,,,
1517,28.05,22.428,19.574,13.358,12.471,26.225,,,
1518,26.725,23.24,18.613,13.862,12.387,26.64,,,
1519,27.95,23.409,18.238,13.348,12.471,25.121,,,
1520,28.14,23.109,19.461,13.554,12.471,26.29,,,
1521,26.727,22.017,19.461,15.229,13.919,26.218,,,
1522,28.167,19.71,19.526,12.389,13.081,25.267,,,
1523,27.883,23.482,20.387,15.229,13.861,25.91,,,
1524,27.274,22.93,19.46,13.29,13.861,25.481,,,
1525,27.945,23.581,19.714,12.471,13.92,26.204,,,
1526,28.311,19.619,20.197,15.482,14.522,25.228,,,
1527,27.782,23.966,20.991,19.102,12.47,24.889,,,
1528,27.687,19.439,21.249,11.761,13.357,25.755,,,
1529,27.82,18.902,20.198,9.3784,12.471,26.08,,,
1530,27.677,9.0691,20.945,9.8526,13.86,25.415,,,
1531,27.81,24.329,19.461,10.911,13.357,25.847,,,
1532,27.935,26.323,20.386,8.239,12.384,25.66,,,
1533,28.093,16.518,20.851,7.2698,13.29,26.225,,,
1534,28.227,24.734,19.852,5.2286,13.921,26.63,,,
1535,27.892,25.074,20.347,9.8526,12.218,25.386,,,
1536,27.845,23.922,20.991,11.761,12.861,25.48,,,
1537,27.688,20.216,20.237,6.3681,12.218,25.85,,,
1538,27.633,22.374,20.791,11.249,12.471,25.369,,,
1539,28.446,24.579,19.653,16.368,12.218,24.889,,,
1540,28.241,8.1567,21.127,15.272,13.861,25.228,,,
1541,28.426,24.743,20.085,9.8526,12.13,25.284,,,
1542,27.814,24.664,19.378,13.358,11.356,25.902,,,
1543,28.08,23.659,17.608,11.357,10.91,26.148,,,
1544,27.187,23.658,21.302,14.523,12.218,26.965,,,
1545,26.821,23.18,20.706,15.229,10.91,25.858,,,
1546,28.606,23.042,20.274,14.367,12.471,25.758,,,
1547,27.119,23.939,20.28,13.921,13.919,25.271,,,
1548,27.984,23.116,20.28,11.761,11.248,26.106,,,
1549,28.491,23.551,19.882,14.523,11.76,25.861,,,
1550,28.334,23.587,21.668,14.771,12.13,25.306,,,
1551,28.496,23.478,19.897,13.861,14.259,26.366,,,
1552,28.457,20.557,19.376,13.862,12.862,25.926,,,
1553,28.787,23.406,19.12,14.723,12.468,25.708,,,
1554,28.819,23.096,21.183,15.272,12.217,25.166,,,
1555,28.657,23.911,20.347,16.092,13.356,25.91,,,
1556,28.281,17.529,19.12,15.482,12.47,25.98,,,
1557,28.719,24.306,19.327,16.872,11.356,24.355,,,
1558,28.876,25.527,19.52,15.603,11.248,25.335,,,
1559,28.021,26.271,20.278,14.523,12.863,24.677,,,
1560,29.057,25.391,19.378,13.358,12.471,25.613,,,
1561,28.759,25.657,19.852,17.324,11.356,25.846,,,
1562,29.371,25.093,20.239,14.26,13.357,24.889,,,
1563,29.176,24.17,14.721,14.722,11.355,26.123,,,
1564,29.177,25.903,16.197,14.26,10.91,25.909,,,
1565,28.648,25.444,21.182,16.198,13.081,26.407,,,
1566,28.912,25.238,20.196,13.921,13.357,25.98,,,
1567,28.957,25.114,20.453,18.173,13.082,26.224,,,
1568,28.433,25.431,19.941,13.554,13.081,25.318,,,
1569,27.921,25.521,20.238,13.862,12.217,24.945,,,
1570,28.919,25.442,21.502,13.354,13.356,26.671,,,
1571,28.61,25.186,21.355,12.218,15.095,26.204,,,
1572,28.913,24.243,19.207,12.863,14.258,26.595,,,
1573,29.162,23.471,21.865,12.471,15.096,25.481,,,
1574,29.135,23.492,19.599,10.911,14.521,25.545,,,
1575,28.195,23.323,19.653,13.29,14.522,25.29,,,
1576,28.687,23.691,19.048,12.131,13.081,25.759,,,
1577,28.446,18.361,20.504,13.802,15.012,25.473,,,
1578,28.977,24.436,19.119,10.809,13.861,26.218,,,
1579,28.587,24.053,19.374,12.218,13.801,24.771,,,
1580,28.096,21.818,20.706,15.603,13.552,25.57,,,
1581,28.987,23.709,19.715,9.8527,16.196,25.543,,,
1582,28.086,23.379,20.656,11.356,14.72,25.518,,,
1583,28.565,23.982,22.059,13.081,15.872,24.371,,,
1584,27.906,24.234,21.216,13.358,13.552,25.74,,,
1585,28.382,23.347,20.279,13.554,12.331,26.41,,,
1586,28.69,24.891,20.347,12.389,13.29,25.534,,,
1587,29.065,24.243,21.259,12.471,15.271,25.227,,,
1588,27.781,25.003,19.94,12.863,14.521,25.708,,,
1589,29.429,25.17,21.127,12.218,14.711,27.075,,,
1590,28.636,24.488,22.112,13.554,13.92,24.875,,,
1591,28.513,24.386,20.945,12.131,13.92,25.991,,,
1592,28.869,24.126,20.279,14.523,15.227,25.481,,,
1593,28.223,24.062,20.991,12.828,14.721,24.922,,,
1594,28.85,24.124,21.216,11.356,14.259,25.968,,,
1595,28.884,25.018,20.543,11.761,15.398,26.352,,,
1596,28.301,23.098,21.623,13.358,15.601,24.908,,,
1597,28.935,24.566,20.516,13.082,14.72,26.538,,,
1598,27.344,24.62,21.116,13.789,14.594,26.166,,,
1599,28.796,24.842,20.543,13.862,15.397,25.506,,,
1600,28.511,23.879,21.623,14.236,13.861,26.173,,,
1601,28.775,23.085,21.672,13.554,15.481,25.85,,,
1602,28.42,23.072,21.512,12.326,15.271,25.858,,,
1603,29.016,22.365,20.991,13.358,15.602,26.658,,,
1604,28.262,22.101,21.912,13.358,14.771,25.415,,,
1605,29.015,20.643,21.623,13.082,15.271,25.613,,,
1606,29.183,18.465,21.712,11.761,15.756,25.816,,,
1607,28.844,22.264,21.502,12.389,15.601,26.384,,,
1608,28.551,22.362,21.471,13.358,15.758,27.037,,,
1609,29.215,21.225,21.512,13.358,14.721,25.961,,,
1610,30.057,21.845,21.161,11.724,13.801,25.729,,,
1611,29.244,22.283,21.259,13.358,14.784,26.271,,,
1612,28.625,22.103,21.826,11.761,13.862,25.534,,,
1613,27.728,22.167,21.497,12.471,15.228,25.727,,,
1614,28.202,21.97,20.851,10.911,13.553,25.846,,,
1615,28.81,15.149,21.93,13.082,14.366,26.626,,,
1616,29.245,22.808,20.898,12.218,13.219,25.335,,,
1617,27.477,22.346,20.91,12.863,14.522,26.038,,,
1618,28.823,19.304,21.623,12.218,13.215,25.759,,,
1619,27.906,22.843,21.512,12.131,14.522,26.452,,,
1620,28.158,22.814,22.26,13.082,16.196,27.173,,,
1621,25.361,23.291,21.356,13.862,14.722,25.673,,,
1622,28.496,23.32,20.791,12.218,16.196,26.368,,,
1623,28.812,17.897,20.908,13.358,16.841,26.092,,,
1624,28.446,23.008,20.815,12.218,16.84,25.995,,,
1625,28.693,22.718,21.259,12.218,15.48,26.279,,,
1626,28.409,22.63,21.128,10.543,15.758,25.398,,,
1627,28.507,22.242,21.512,11.249,15.271,26.696,,,
1628,28.385,22.911,22.085,12.863,16.056,26.193,,,
1629,28.375,22.989,20.991,11.761,15.871,26.175,,,
1630,27.586,23.155,20.347,13.082,15.873,25.626,,,
1631,27.452,20.806,20.91,12.218,15.07,26.22,,,
1632,27.881,22.812,21.356,12.218,15.757,25.75,,,
1633,28.511,22.681,21.248,12.218,15.094,26.357,,,
1634,28.3,22.183,22.049,12.218,14.521,25.858,,,
1635,29.02,22.997,21.407,10.279,13.919,25.861,,,
1636,27.339,22.655,21.682,12.863,15.396,25.633,,,
1637,27.96,22.986,21.215,11.249,15.27,26.501,,,
1638,28.305,22.545,21.512,13.082,16.366,26.29,,,
1639,27.638,17.5,22.388,10.542,14.189,25.759,,,
1640,28.027,22.622,22.309,12.218,14.251,25.481,,,
1641,28.298,21.873,21.837,12.863,15.228,25.902,,,
1642,27.868,23.056,20.452,12.131,15.397,25.662,,,
1643,27.582,16.125,21.183,13.082,13.811,26.279,,,
1644,27.289,21.363,21.455,12.218,15.105,26.45,,,
1645,28.31,21.618,21.26,11.761,15.602,25.095,,,
1646,27.223,20.753,21.345,11.357,14.722,25.91,,,
1647,28.231,21.725,20.456,11.761,15.226,26.259,,,
1648,27.101,22.085,20.347,12.471,15.397,26.886,,,
1649,27.868,21.183,20.452,13.554,15.228,26.28,,,
1650,27.456,22.511,18.346,12.218,15.227,25.162,,,
1651,28.7,21.797,20.071,12.389,16.487,26.057,,,
1652,27.24,23.283,20.543,13.554,15.91,26.164,,,
1653,28.682,22.783,20.504,12.389,15.227,26.643,,,
1654,27.629,22.853,20.619,13.358,15.481,25.434,,,
1655,28.197,22.918,20.846,12.471,15.481,24.711,,,
1656,27.252,22.36,20.851,12.471,16.092,25.386,,,
1657,27.239,22.602,20.504,12.217,15.139,26.28,,,
1658,28.415,23.043,20.504,12.471,14.77,25.671,,,
1659,26.44,23.157,20.347,12.471,16.366,25.91,,,
1660,28.476,16.182,20.347,12.471,14.722,26.108,,,
1661,28.717,23.264,20.262,12.863,16.71,25.736,,,
1662,28.111,21.965,20.537,13.081,14.722,25.994,,,
1663,27.62,23.094,20.504,12.218,15.602,26.638,,,
1664,28.688,21.087,20.851,12.131,16.196,26.137,,,
1665,26.327,22.791,20.742,12.471,15.096,26.037,,,
1666,28.114,22.196,20.169,12.131,16.196,25.305,,,
1667,27.797,22.313,20.619,11.027,16.197,25.798,,,
1668,27.723,22.369,20.543,11.249,16.368,25.534,,,
1669,28.413,22.078,21.249,12.218,17.075,26.204,,,
1670,28.493,20.245,20.539,12.218,15.602,25.858,,,
1671,26.461,22.386,20.91,12.389,15.91,25.365,,,
1672,28.236,23.023,19.605,12.218,15.601,26.109,,,
1673,27.743,22.392,20.347,11.356,16.839,25.994,,,
1674,28.434,18.126,23.429,12.389,15.481,25.789,,,
1675,28.039,22.288,21.591,10.911,16.09,25.894,,,
1676,28.454,22.35,20.066,12.863,16.841,25.697,,,
1677,28.319,21.812,21.094,13.29,15.909,26.123,,,
1678,27.822,21.846,20.706,12.218,15.096,25.759,,,
1679,27.625,21.978,20.347,12.218,16.93,26.197,,,
1680,28.64,21.588,20.898,13.269,15.758,26.234,,,
1681,28.18,22.737,19.837,11.356,15.831,26.317,,,
1682,28.338,21.912,20.504,12.389,15.392,26.194,,,
1683,28.681,21.919,18.874,9.3782,15.271,26.104,,,
1684,27.713,22.13,20.742,12.128,15.397,25.778,,,
1685,27.442,22.013,20.504,12.131,15.228,25.99,,,
1686,28.496,22.77,22.387,10.91,15.758,25.614,,,
1687,28.853,19.715,19.262,13.358,13.967,25.902,,,
1688,28.386,21.385,21.51,7.7814,15.907,25.91,,,
1689,28.461,22.639,20.656,14.259,14.366,26.316,,,
1690,28.476,23.617,19.573,15.873,15.91,26.604,,,
1691,26.459,21.277,20.618,9.8526,15.399,26.384,,,
1692,27.946,22.157,20.085,10.911,14.77,26.307,,,
1693,28.371,22.204,19.715,12.471,14.521,26.44,,,
1694,28.157,23.783,19.882,12.471,14.313,26.551,,,
1695,28.402,18.25,17.608,9.2081,14.722,25.939,,,
1696,27.869,17.973,19.525,15.229,14.468,26.538,,,
1697,28.738,20.747,20.071,12.131,14.366,26.204,,,
1698,28.001,21.444,20.18,14.26,14.926,26.414,,,
1699,28.069,22.291,19.852,12.218,15.872,25.266,,,
1700,29.307,19.239,19.882,10.792,15.012,26.331,,,
1701,27.853,23.138,19.188,11.356,15.398,25.614,,,
1702,28.17,23.032,19.97,11.761,13.861,27.336,,,
1703,27.663,23.423,19.46,10.792,16.563,26.502,,,
1704,28.539,23.498,20.347,12.471,14.313,26.006,,,
1705,28.612,22.931,20.386,12.218,16.367,26.023,,,
1706,28.55,22.501,19.378,12.218,14.77,26.383,,,
1707,28.043,23.404,20.453,13.358,13.357,26.643,,,
1708,28.262,22.215,20.898,12.218,15.226,26.015,,,
1709,26.237,19.049,19.327,12.218,14.221,26.109,,,
1710,28.643,22.473,20.543,12.471,15.22,25.534,,,
1711,27.819,23.349,18.902,13.082,14.77,26.109,,,
1712,28.403,22.042,19.207,12.471,15.228,25.301,,,
1713,28.181,22.617,19.653,12.471,15.271,25.167,,,
1714,28.639,22.315,20.347,11.76,12.471,25.228,,,
1715,28.55,22.17,18.346,13.554,17.187,25.123,,,
1716,28.437,22.508,18.883,13.358,14.716,25.06,,,
1717,28.309,15.357,19.119,11.356,17.075,25.248,,,
1718,27.844,22.579,19.048,11.761,15.263,25.979,,,
1719,28.962,10.7,19.97,12.218,14.771,26.056,,,
1720,29.454,23.023,19.715,13.082,14.365,25.06,,,
1721,28.302,23.019,20.085,11.761,12.609,26.3,,,
1722,28.102,22.401,19.839,10.543,14.181,25.271,,,
1723,27.841,21.835,19.941,11.357,12.862,25.335,,,
1724,28.233,22.462,19.378,10.911,14.366,26.056,,,
1725,28.54,22.895,19.653,13.082,14.366,25.546,,,
1726,28.562,22.746,18.826,9.2081,15.48,25.799,,,
1727,27.732,19.048,20.069,15.482,15.872,25.991,,,
1728,27.764,22.563,20.374,16.368,15.227,25.335,,,
1729,28.25,19.471,20.347,7.2698,16.197,26.519,,,
1730,28.185,22.43,19.605,10.792,13.671,25.069,,,
1731,28.55,22.671,20.239,9.2081,15.48,25.03,,,
1732,28.021,22.217,19.852,9.2079,16.105,26.108,,,
1733,27.524,20.044,20.517,7.7814,15.48,26.45,,,
1734,28.208,23.066,20.543,9.8526,14.523,26.235,,,
1735,26.863,22.984,18.106,10.28,15.602,25.534,,,
1736,24.199,22.546,19.46,9.8526,16.595,25.717,,,
1737,25.578,19.464,20.452,9.8519,16.197,25.506,,,
1738,25.26,22.289,18.92,12.863,15.601,25.735,,,
1739,25.842,22.272,20.085,9.3784,16.056,25.736,,,
1740,26.965,20.215,19.885,9.8527,15.758,25.321,,,
1741,26.64,22.073,19.378,11.356,15.271,25.626,,,
1742,28.516,21.441,18.901,10.911,14.259,25.059,,,
1743,26.48,23.194,18.672,9.3784,14.522,25.357,,,
1744,26.277,23.182,18.238,10.543,15.398,26.018,,,
1745,27.905,23.005,18.612,10.543,15.759,25.291,,,
1746,28.155,23.572,20.071,9.8526,13.802,25.087,,,
1747,28.811,23.677,18.672,10.543,15.873,25.845,,,
1748,27.508,19.616,19.941,11.357,14.522,25.506,,,
1749,27.065,23.908,18.613,9.8527,14.366,25.473,,,
1750,27.623,19.695,19.606,8.2384,15.759,25.843,,,
1751,26.081,22.488,20.071,10.911,15.91,25.023,,,
1752,26.53,22.792,19.653,9.3784,14.522,26.223,,,
1753,26.631,22.847,20.071,9.208,14.522,25.321,,,
1754,28.088,22.497,19.881,10.543,14.722,25.602,,,
1755,27.898,23.081,19.31,11.354,16.563,26.79,,,
1756,27.826,23.265,20.543,10.911,13.553,25.271,,,
1757,29.022,22.966,19.97,11.356,15.759,26.235,,,
1758,27.268,23.383,19.46,10.911,15.398,25.98,,,
1759,27.149,22.962,20.619,9.3784,15.756,26.023,,,
1760,28.117,22.398,20.372,9.8527,13.861,25.335,,,
1761,26.96,23.416,22.321,10.543,14.771,25.662,,,
1762,30.502,22.885,21.837,11.761,13.921,25.966,,,
1763,26.331,22.672,20.945,9.3784,12.636,25.555,,,
1764,27.495,16.69,20.725,9.8527,14.977,25.946,,,
1765,29.929,22.827,21.836,11.249,16.595,25.271,,,
1766,26.714,22.573,21.249,10.543,15.481,25.789,,,
1767,24.207,23.209,22.405,10.543,14.259,25.909,,,
1768,25.657,22.146,20.693,11.249,14.522,26.741,,,
1769,25.503,22.933,21.216,10.911,14.366,24.813,,,
1770,30.118,23.38,21.682,10.911,16.09,25.001,,,
1771,25.607,23.2,20.706,11.249,16.193,24.829,,,
1772,25.037,23.066,18.149,11.355,15.481,26.153,,,
1773,28.31,15.639,18.408,10.543,14.366,25.739,,,
1774,24.174,21.833,22.218,9.3784,13.92,25,,,
1775,27.132,22.243,21.973,9.208,14.512,26.45,,,
1776,27.948,23.634,20.346,8.2387,15.093,26.367,,,
1777,27.444,22.549,20.619,9.8527,16.69,26.548,,,
1778,28.421,22.935,20.543,9.8526,16.872,25.995,,,
1779,27.274,23.042,21.865,9.208,15.91,26.113,,,
1780,30.049,14.446,21.302,11.249,15.481,26.44,,,
1781,29.586,21.313,20.789,9.208,15.873,26.197,,,
1782,28.439,23.474,18.491,9.8517,15.096,25.019,,,
1783,28.839,22.814,21.216,9.2081,15.228,25.594,,,
1784,28.321,23.305,21.712,9.208,16.871,24.847,,,
1785,27.942,23.491,20.616,11.356,15.096,26.113,,,
1786,27.421,19.268,21.419,9.8527,13.356,25.626,,,
1787,28.233,23.107,20.504,10.28,15.096,26.106,,,
1788,28.697,23.161,20.071,10.28,16.367,25.14,,,
1789,28.084,22.401,19.882,8.2389,15.399,26.563,,,
1790,28.058,22.376,19.852,9.3784,16.84,26.414,,,
1791,27.503,19.568,19.327,9.8527,18.671,25,,,
1792,27.309,23.19,19.461,9.3784,15.462,25.044,,,
1793,27.785,23.194,22.615,9.8526,15.91,25.167,,,
1794,28.594,23.232,19.12,10.543,16.595,25.57,,,
1795,28.166,22.938,22.862,9.3784,16.368,26.165,,,
1796,29.231,23.616,20.28,11.356,16.197,25.661,,,
1797,27.908,23.754,22.584,10.499,15.14,25.163,,,
1798,29.275,23.072,20.656,10.28,15.481,25.949,,,
1799,26.365,23.164,21.216,9.208,14.365,25.534,,,
1800,27.726,23.673,19.881,9.2081,16.193,25.283,,,
1801,29.284,23.483,20.387,10.911,15.096,25.98,,,
1802,28.029,22.796,21.214,9.208,16.841,24.89,,,
1803,27.766,23.304,22.085,9.2081,16.841,25.598,,,
1804,28.868,23.474,23.879,8.239,16.195,25.903,,,
1805,26.926,22.448,20.737,10.911,15.847,25.602,,,
1806,28.64,22.555,18.901,9.2079,16.091,25.06,,,
1807,27.469,22.963,18.106,10.28,15.481,25.481,,,
1808,28.589,22.982,21.356,9.8526,17.187,25.661,,,
1809,28.446,22.528,20.945,9.3784,16.841,25.846,,,
1810,26.614,20.268,20.067,10.791,18.672,25.267,,,
1811,28.159,23.808,20.705,11.249,16.564,24.908,,,
1812,27.226,23.103,20.346,9.8525,17.187,25.917,,,
1813,27.975,22.732,22.495,9.8527,15.602,25.534,,,
1814,28.684,22.823,21.623,9.208,15.223,25.222,,,
1815,29.211,23.239,16.367,10.543,17.187,25.518,,,
1816,26.521,23.388,22.049,10.543,17.375,25.85,,,
1817,28.081,23.455,18.749,9.2081,16.87,25.473,,,
1818,28.783,22.552,22.156,9.2081,15.91,25.662,,,
1819,29.197,22.564,21.259,8.2389,15.478,25.85,,,
1820,29.21,22.857,21.837,9.8525,15.809,25.846,,,
1821,29.492,22.274,20.505,10.28,14.522,25.962,,,
1822,26.734,21.429,21.512,11.249,16.367,25.532,,,
1823,28.465,19.81,22.84,10.541,15.271,24.77,,,
1824,29.365,22.279,19.897,11.249,15.602,25.709,,,
1825,29.199,22.214,18.749,10.911,14.522,26.542,,,
1826,26.078,21.741,21.837,10.792,16.812,25.91,,,
1827,30.218,21.783,22.495,10.911,16.595,25.081,,,
1828,28.347,19.839,21.356,11.356,16.131,25.677,,,
1829,28.143,18.805,20.851,10.911,16.563,25.991,,,
1830,28.078,20.405,21.216,10.911,19.102,25.369,,,
1831,28.041,19.137,20.991,11.248,14.771,26.154,,,
1832,28.73,14.105,22.157,11.356,18.613,25.534,,,
1833,26.978,19.535,21.707,10.28,18.173,25.369,,,
1834,26.883,18.026,20.91,9.2081,17.507,25.225,,,
1835,27.191,20.302,21.838,11.357,16.368,24.854,,,
1836,28.052,11.598,21.837,12.218,16.087,27.23,,,
1837,26.407,19.996,21.712,9.208,17.899,26.411,,,
1838,27.004,20.26,21.502,9.3784,16.841,26.629,,,
1839,25.101,19.141,21.251,9.208,17.532,27.611,,,
1840,28.807,13.546,21.116,9.8527,15.096,27.608,,,
1841,27.939,19.763,19.651,9.3784,15.759,26.109,,,
1842,28.249,18.485,19.852,10.79,14.259,26.62,,,
1843,26.363,18.86,19.97,8.2389,15.603,26.639,,,
1844,26.741,20.71,21.512,10.791,16.197,26.45,,,
1845,27.445,18.786,19.857,10.792,16.812,27.575,,,
1846,27.444,19.906,19.941,10.911,17.9,26.289,,,
1847,29.893,20.069,19.395,12.389,16.368,26.515,,,
1848,29.205,19.726,19.048,10.543,15.873,26.197,,,
1849,29.772,15.319,19.715,9.3785,15.91,26.235,,,
1850,31.009,19.699,21.592,12.471,16.93,26.307,,,
1851,23.201,18.809,20.543,12.218,18.477,26.592,,,
1852,22.933,19.235,19.921,9.3783,17.532,25.634,,,
1853,24.158,18.025,19.606,9.8517,17.608,26.279,,,
1854,24.697,19.646,20.197,11.249,13.921,26.44,,,
1855,26.963,18.805,20.851,11.76,15.873,25.789,,,
1856,15.69,20.187,19.208,11.357,15.398,26.14,,,
1857,29.045,19.346,20.736,11.249,17.781,25.824,,,
1858,26.78,18.918,20.656,11.356,17.532,26.742,,,
1859,26.652,19.253,20.346,10.28,20.071,26.563,,,
1860,28.831,18.464,21.183,11.76,19.04,26.502,,,
1861,25.557,20.012,19.97,12.218,16.197,26.367,,,
1862,30.081,18.748,20.347,12.471,17.532,25.969,,,
1863,28.38,19.066,20.452,10.911,16.368,27.23,,,
1864,29.437,20.104,19.897,10.911,16.872,25.673,,,
1865,29.786,19.859,17.532,11.761,17.263,26.524,,,
1866,31.817,19.194,22.388,10.543,16.368,26.762,,,
1867,28.768,19.499,21.751,11.249,13.192,24.722,,,
1868,27.917,19.633,21.469,12.388,17.269,26.617,,,
1869,30.295,18.88,20.238,11.356,15.096,26.382,,,
1870,24.962,18.784,22.951,11.357,14.259,25.816,,,
1871,26.279,18.837,22.405,10.911,15.481,25.348,,,
1872,29.204,20.096,22.049,5.2287,14.722,26.37,,,
1873,28.075,21.125,20.991,9.208,17.732,26.141,,,
1874,24.449,20.522,21.512,14.313,12.646,26.773,,,
1875,26.153,18.83,21.249,7.7814,15.48,26.79,,,
1876,25.493,20.132,20.482,10.28,16.595,26.056,,,
1877,26.636,19.427,21.116,7.2698,18.106,26.676,,,
1878,27.745,17.544,21.302,9.3781,16.812,26.357,,,
